# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 50663668354832
#
# Children      Self  Command          Shared Object               Symbol                                        
# ........  ........  ...............  ..........................  ..............................................
#
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]            [k] tick_sched_handle.isra.0
     0.00%     0.00%  iou-wrk-3238     [kernel.vmlinux]            [k] enqueue_timer
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]            [k] update_process_times
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.00%     0.00%  iou-wrk-3254     [kernel.vmlinux]            [k] _raw_spin_unlock_irqrestore
     0.00%     0.00%  iou-wrk-3221     [kernel.vmlinux]            [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3224     [kernel.vmlinux]            [k] tick_sched_timer
     0.00%     0.00%  kswapd0          [kernel.vmlinux]            [k] __cond_resched
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3240     [kernel.vmlinux]            [k] __remove_mapping
     0.00%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] hrtimer_interrupt
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]            [k] psi_memstall_enter
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3257     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]            [k] ext4_map_blocks
     0.00%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] io_cqring_ev_posted
     0.00%     0.00%  iou-wrk-3256     [kernel.vmlinux]            [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] __cond_resched
     0.00%     0.00%  iou-wrk-3226     [kernel.vmlinux]            [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3239     [kernel.vmlinux]            [k] xas_store
     0.00%     0.00%  iou-wrk-3224     [kernel.vmlinux]            [k] __cond_resched
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] __mod_lruvec_page_state
     0.00%     0.00%  iou-wrk-3254     [kernel.vmlinux]            [k] tick_sched_handle.isra.0
     0.00%     0.00%  iou-wrk-3239     [kernel.vmlinux]            [k] dequeue_task
     0.00%     0.00%  iou-wrk-3221     [kernel.vmlinux]            [k] __remove_mapping
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] hrtimer_interrupt
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]            [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3222     [kernel.vmlinux]            [k] submit_bio_checks
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]            [k] submit_bio_checks
     0.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]            [k] tick_sched_handle.isra.0
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]            [k] _raw_spin_unlock_irqrestore
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]            [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  iou-wrk-3240     [kernel.vmlinux]            [k] io_cqring_ev_posted
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]            [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-3229     [kernel.vmlinux]            [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3248     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3225     [kernel.vmlinux]            [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]            [k] move_pages_to_lru
     0.00%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]            [k] psi_memstall_leave
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]            [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-3256     [kernel.vmlinux]            [k] psi_memstall_leave
     0.00%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] xas_store
     0.00%     0.00%  iou-wrk-3255     [kernel.vmlinux]            [k] move_pages_to_lru
     0.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]            [k] psi_memstall_enter
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-3222     [kernel.vmlinux]            [k] dequeue_task
     0.00%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] move_pages_to_lru
     0.00%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] xas_start
     0.00%     0.00%  iou-wrk-3238     [kernel.vmlinux]            [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]            [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3238     [kernel.vmlinux]            [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]            [k] xas_store
     0.00%     0.00%  iou-wrk-3239     [kernel.vmlinux]            [k] ext4_map_blocks
     0.00%     0.00%  iou-wrk-3239     [kernel.vmlinux]            [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  iou-wrk-3229     [kernel.vmlinux]            [k] move_pages_to_lru
     0.00%     0.00%  iou-wrk-3243     [kernel.vmlinux]            [k] move_pages_to_lru
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]            [k] enqueue_timer
     0.00%     0.00%  iou-wrk-3248     [kernel.vmlinux]            [k] current_time
     0.00%     0.00%  iou-wrk-3243     [kernel.vmlinux]            [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]            [k] psi_memstall_leave
     0.00%     0.00%  iou-wrk-3243     [kernel.vmlinux]            [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3224     [kernel.vmlinux]            [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3223     [kernel.vmlinux]            [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3243     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]            [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] psi_memstall_leave
     0.00%     0.00%  iou-wrk-3223     [kernel.vmlinux]            [k] xas_store
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  iou-wrk-3257     [kernel.vmlinux]            [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  iou-wrk-3222     [kernel.vmlinux]            [k] move_pages_to_lru
     0.00%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] xas_start
     0.00%     0.00%  iou-wrk-3225     [kernel.vmlinux]            [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]            [k] update_process_times
     0.00%     0.00%  iou-wrk-3223     [kernel.vmlinux]            [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3221     [kernel.vmlinux]            [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]            [k] __remove_mapping
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.00%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] tick_sched_handle.isra.0
     0.00%     0.00%  iou-wrk-3224     [kernel.vmlinux]            [k] tick_sched_handle.isra.0
     0.00%     0.00%  iou-wrk-3222     [kernel.vmlinux]            [k] _raw_spin_unlock_irqrestore
     0.00%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] psi_memstall_leave
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]            [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]            [k] xas_store
     0.00%     0.00%  iou-wrk-3222     [kernel.vmlinux]            [k] psi_memstall_leave
     0.00%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] io_cqring_ev_posted
     0.00%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]            [k] psi_memstall_leave
     0.00%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] __remove_mapping
     0.00%     0.00%  iou-wrk-3224     [kernel.vmlinux]            [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  iou-wrk-3257     [kernel.vmlinux]            [k] psi_memstall_leave
     0.00%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3225     [kernel.vmlinux]            [k] submit_bio_checks
     0.00%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] __cond_resched
     0.00%     0.00%  iou-wrk-3225     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.00%     0.00%  iou-wrk-3239     [kernel.vmlinux]            [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3247     [kernel.vmlinux]            [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]            [k] submit_bio_checks
     0.00%     0.00%  swapper          [kernel.vmlinux]            [k] call_cpuidle
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]            [k] tick_sched_handle.isra.0
     0.00%     0.00%  kswapd0          [kernel.vmlinux]            [k] bad_range
     0.00%     0.00%  iou-wrk-3256     [kernel.vmlinux]            [k] submit_bio_checks
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]            [k] dequeue_task
     0.00%     0.00%  iou-wrk-3259     [kernel.vmlinux]            [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3240     [kernel.vmlinux]            [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3257     [kernel.vmlinux]            [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3221     [kernel.vmlinux]            [k] psi_memstall_leave
     0.00%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] ext4_map_blocks
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]            [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3255     [kernel.vmlinux]            [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] ext4_map_blocks
     0.00%     0.00%  iou-wrk-3255     [kernel.vmlinux]            [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3238     [kernel.vmlinux]            [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3251     [kernel.vmlinux]            [k] psi_memstall_enter
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] hrtimer_update_next_event
     0.00%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] fput_many
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3251     [kernel.vmlinux]            [k] tick_sched_timer
     0.00%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]            [k] psi_memstall_leave
     0.00%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.00%     0.00%  iou-wrk-3255     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.00%     0.00%  iou-wrk-3226     [kernel.vmlinux]            [k] tick_sched_handle.isra.0
     0.00%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] ext4_map_blocks
     0.00%     0.00%  iou-wrk-3249     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3222     [kernel.vmlinux]            [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] _raw_spin_unlock_irqrestore
     0.00%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] __remove_mapping
     0.00%     0.00%  iou-wrk-3229     [kernel.vmlinux]            [k] __mod_lruvec_page_state
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]            [k] move_pages_to_lru
     0.00%     0.00%  iou-wrk-3238     [kernel.vmlinux]            [k] submit_bio_checks
     0.00%     0.00%  iou-wrk-3225     [kernel.vmlinux]            [k] xas_start
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]            [k] io_cqring_ev_posted
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]            [k] xas_start
     0.00%     0.00%  iou-wrk-3253     [kernel.vmlinux]            [k] submit_bio_checks
     0.00%     0.00%  iou-wrk-3239     [kernel.vmlinux]            [k] _raw_spin_unlock_irqrestore
     0.00%     0.00%  iou-wrk-3242     [kernel.vmlinux]            [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]            [k] _raw_spin_unlock_irqrestore
     0.00%     0.00%  iou-wrk-3251     [kernel.vmlinux]            [k] _raw_spin_unlock_irqrestore
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]            [k] psi_memstall_enter
     0.00%     0.00%  iou-wrk-3225     [kernel.vmlinux]            [k] tick_sched_handle.isra.0
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]            [k] __remove_mapping
     0.00%     0.00%  iou-wrk-3246     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3253     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]            [k] iov_iter_restore
     0.00%     0.00%  iou-wrk-3258     [kernel.vmlinux]            [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3224     [kernel.vmlinux]            [k] xas_start
     0.00%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] _raw_spin_unlock_irqrestore
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]            [k] move_pages_to_lru
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]            [k] dequeue_task
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]            [k] submit_bio_checks
     0.00%     0.00%  iou-wrk-3245     [kernel.vmlinux]            [k] __delete_from_page_cache
     0.00%     0.00%  iou-wrk-3252     [kernel.vmlinux]            [k] submit_bio_checks
     0.00%     0.00%  iou-wrk-3256     [kernel.vmlinux]            [k] __hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3237     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3226     [kernel.vmlinux]            [k] __cond_resched
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] get_next_freq
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]            [k] xas_start
     0.00%     0.00%  iou-wrk-3241     [kernel.vmlinux]            [k] update_process_times
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]            [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3229     [kernel.vmlinux]            [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3221     [kernel.vmlinux]            [k] move_pages_to_lru
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] tick_sched_handle.isra.0
     0.00%     0.00%  iou-wrk-3224     [kernel.vmlinux]            [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]            [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3244     [kernel.vmlinux]            [k] psi_memstall_leave
     0.00%     0.00%  iou-wrk-3229     [kernel.vmlinux]            [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]            [k] io_cqring_ev_posted
     0.00%     0.00%  iou-wrk-3229     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3250     [kernel.vmlinux]            [k] psi_memstall_enter
     0.00%     0.00%  iou-wrk-3253     [kernel.vmlinux]            [k] _raw_spin_unlock_irqrestore
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]            [k] update_process_times
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]            [k] __cond_resched
     0.00%     0.00%  iou-wrk-3224     [kernel.vmlinux]            [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]            [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3257     [kernel.vmlinux]            [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-3260     [kernel.vmlinux]            [k] iov_iter_restore
     0.00%     0.00%  iou-wrk-3224     [kernel.vmlinux]            [k] psi_memstall_enter
