# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 35462259346850
#
# Children      Self  Command          Shared Object       Symbol                                        
# ........  ........  ...............  ..................  ..............................................
#
     0.00%     0.00%  iou-wrk-3134     [kernel.vmlinux]    [k] enqueue_entity
     0.00%     0.00%  iou-wrk-3120     [kernel.vmlinux]    [k] ktime_get
     0.00%     0.00%  iou-wrk-3116     [kernel.vmlinux]    [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3142     [kernel.vmlinux]    [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] count_shadow_nodes
     0.00%     0.00%  iou-wrk-3171     [kernel.vmlinux]    [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-3138     [kernel.vmlinux]    [k] enqueue_entity
     0.00%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] try_charge_memcg
     0.00%     0.00%  iou-wrk-3125     [kernel.vmlinux]    [k] preempt_schedule_common
     0.00%     0.00%  iou-wrk-3157     [kernel.vmlinux]    [k] io_wake_function
     0.00%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3130     [kernel.vmlinux]    [k] ktime_get
     0.00%     0.00%  iou-wrk-3138     [kernel.vmlinux]    [k] native_irq_return_iret
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]    [k] alloc_pages
     0.00%     0.00%  iou-wrk-3125     [kernel.vmlinux]    [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]    [k] _raw_read_lock
     0.00%     0.00%  iou-wrk-3119     [kernel.vmlinux]    [k] __enqueue_entity
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] ktime_get
     0.00%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] release_pages
     0.00%     0.00%  iou-wrk-3141     [kernel.vmlinux]    [k] free_unref_page_prepare.part.0
     0.00%     0.00%  iou-wrk-3148     [kernel.vmlinux]    [k] uncharge_batch
     0.00%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] enqueue_entity
     0.00%     0.00%  iou-wrk-3123     [kernel.vmlinux]    [k] __mod_zone_page_state
     0.00%     0.00%  iou-wrk-3127     [kernel.vmlinux]    [k] make_kgid
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]    [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3149     [kernel.vmlinux]    [k] __radix_tree_lookup
     0.00%     0.00%  iou-wrk-3117     [kernel.vmlinux]    [k] up_read
     0.00%     0.00%  iou-wrk-3138     [kernel.vmlinux]    [k] __xas_next
     0.00%     0.00%  iou-wrk-3118     [kernel.vmlinux]    [k] native_load_tls
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]    [k] up_read
     0.00%     0.00%  iou-wrk-3136     [kernel.vmlinux]    [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3146     [kernel.vmlinux]    [k] ktime_get
     0.00%     0.00%  iou-wrk-3184     [kernel.vmlinux]    [k] enqueue_entity
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] xas_find_conflict
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] _raw_read_lock
     0.00%     0.00%  iou-wrk-3127     [kernel.vmlinux]    [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3184     [kernel.vmlinux]    [k] read_tsc
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] __xas_next
     0.00%     0.00%  iou-wrk-3119     [kernel.vmlinux]    [k] try_charge_memcg
     0.00%     0.00%  iou-wrk-3115     [kernel.vmlinux]    [k] _raw_spin_unlock_irqrestore
     0.00%     0.00%  iou-wrk-3127     [kernel.vmlinux]    [k] try_charge_memcg
     0.00%     0.00%  iou-wrk-3171     [kernel.vmlinux]    [k] ktime_get
     0.00%     0.00%  iou-wrk-3189     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested
     0.00%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3122     [kernel.vmlinux]    [k] _find_next_bit
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]    [k] release_pages
     0.00%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] release_pages
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]    [k] rb_erase
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] lapic_next_deadline
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] put_cpu_partial
     0.00%     0.00%  iou-wrk-3136     [libnvdimm]         [k] to_nd_region
     0.00%     0.00%  iou-wrk-3126     [kernel.vmlinux]    [k] __mod_zone_page_state
     0.00%     0.00%  iou-wrk-3114     [kernel.vmlinux]    [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3113     [kernel.vmlinux]    [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] free_unref_page_prepare.part.0
     0.00%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3141     [kernel.vmlinux]    [k] up_read
     0.00%     0.00%  iou-wrk-3147     [kernel.vmlinux]    [k] read_tsc
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]    [k] page_mapping
     0.00%     0.00%  iou-wrk-3127     [kernel.vmlinux]    [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3125     [kernel.vmlinux]    [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3125     [kernel.vmlinux]    [k] current_time
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]    [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] down_read
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]    [k] get_mem_cgroup_from_mm
     0.00%     0.00%  iou-wrk-3167     [kernel.vmlinux]    [k] __radix_tree_lookup
     0.00%     0.00%  iou-wrk-3156     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested
     0.00%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] make_kuid
     0.00%     0.00%  iou-wrk-3149     [kernel.vmlinux]    [k] avc_policy_seqno
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]    [k] page_referenced
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] bio_alloc_bioset
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]    [k] count_shadow_nodes
     0.00%     0.00%  iou-wrk-3134     [kernel.vmlinux]    [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-3117     [kernel.vmlinux]    [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] __mod_zone_page_state
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] rcu_all_qs
     0.00%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] generic_file_read_iter
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]    [k] _raw_read_lock
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]    [k] ktime_get
     0.00%     0.00%  iou-wrk-3148     [kernel.vmlinux]    [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3125     [kernel.vmlinux]    [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]    [k] page_mapping
     0.00%     0.00%  iou-wrk-3139     [kernel.vmlinux]    [k] __mem_cgroup_uncharge_list
     0.00%     0.00%  iou-wrk-3148     [kernel.vmlinux]    [k] kmem_cache_alloc
     0.00%     0.00%  iou-wrk-3119     [kernel.vmlinux]    [k] kmem_cache_alloc
     0.00%     0.00%  iou-wrk-3111     [kernel.vmlinux]    [k] make_kuid
     0.00%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] page_referenced
     0.00%     0.00%  iou-wrk-3110     [kernel.vmlinux]    [k] __read_end_io
     0.00%     0.00%  iou-wrk-3127     [kernel.vmlinux]    [k] up_read
     0.00%     0.00%  iou-wrk-3124     [kernel.vmlinux]    [k] alloc_pages
     0.00%     0.00%  iou-wrk-3147     [kernel.vmlinux]    [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-3152     [kernel.vmlinux]    [k] __radix_tree_lookup
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] down_read
     0.00%     0.00%  iou-wrk-3122     [kernel.vmlinux]    [k] cpumask_next
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]    [k] make_kgid
     0.00%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3161     [kernel.vmlinux]    [k] make_kuid
     0.00%     0.00%  iou-wrk-3138     [kernel.vmlinux]    [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3139     [kernel.vmlinux]    [k] read_tsc
     0.00%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3123     [kernel.vmlinux]    [k] dequeue_task
     0.00%     0.00%  iou-wrk-3127     [kernel.vmlinux]    [k] __enqueue_entity
     0.00%     0.00%  iou-wrk-3146     [libnvdimm]         [k] to_nd_region
     0.00%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] io_wake_function
     0.00%     0.00%  iou-wrk-3146     [kernel.vmlinux]    [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3117     [kernel.vmlinux]    [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]    [k] bio_associate_blkg_from_css
     0.00%     0.00%  iou-wrk-3136     [kernel.vmlinux]    [k] release_pages
     0.00%     0.00%  iou-wrk-3156     [kernel.vmlinux]    [k] make_kuid
     0.00%     0.00%  iou-wrk-3116     [libnvdimm]         [k] to_nd_region
     0.00%     0.00%  iou-wrk-3180     [kernel.vmlinux]    [k] read_tsc
     0.00%     0.00%  iou-wrk-3184     [kernel.vmlinux]    [k] up_read
     0.00%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] __zone_watermark_ok
     0.00%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] ktime_get
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]    [k] bio_associate_blkg_from_css
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3139     [kernel.vmlinux]    [k] alloc_pages
     0.00%     0.00%  iou-wrk-3111     [kernel.vmlinux]    [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3117     [kernel.vmlinux]    [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3121     [kernel.vmlinux]    [k] check_cfs_rq_runtime
     0.00%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] map_id_range_down
     0.00%     0.00%  iou-wrk-3121     [kernel.vmlinux]    [k] rb_erase
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] __count_memcg_events
     0.00%     0.00%  iou-wrk-3130     [kernel.vmlinux]    [k] __xas_next
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]    [k] make_kgid
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]    [k] make_kgid
     0.00%     0.00%  iou-wrk-3146     [kernel.vmlinux]    [k] release_pages
     0.00%     0.00%  iou-wrk-3189     [kernel.vmlinux]    [k] enqueue_entity
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]    [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3189     [kernel.vmlinux]    [k] _find_next_bit
     0.00%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]    [k] rb_next
     0.00%     0.00%  iou-wrk-3119     [kernel.vmlinux]    [k] bio_uninit
     0.00%     0.00%  iou-wrk-3136     [kernel.vmlinux]    [k] up_read
     0.00%     0.00%  iou-wrk-3154     [kernel.vmlinux]    [k] page_cache_sync_ra
     0.00%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] page_mapping
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]    [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3126     [kernel.vmlinux]    [k] try_charge_memcg
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]    [k] ktime_get
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] ext4_readahead
     0.00%     0.00%  iou-wrk-3156     [kernel.vmlinux]    [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-3146     [kernel.vmlinux]    [k] cpumask_next
     0.00%     0.00%  iou-wrk-3124     [kernel.vmlinux]    [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3113     [kernel.vmlinux]    [k] down_read_trylock
     0.00%     0.00%  iou-wrk-3151     [kernel.vmlinux]    [k] _find_next_bit
     0.00%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] __mod_zone_page_state
     0.00%     0.00%  iou-wrk-3142     [kernel.vmlinux]    [k] iterate_groups.isra.0
     0.00%     0.00%  iou-wrk-3137     [kernel.vmlinux]    [k] page_referenced
     0.00%     0.00%  iou-wrk-3115     [kernel.vmlinux]    [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3123     [kernel.vmlinux]    [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3127     [kernel.vmlinux]    [k] xas_find_conflict
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-3139     [kernel.vmlinux]    [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3135     [kernel.vmlinux]    [k] mempool_alloc_slab
     0.00%     0.00%  iou-wrk-3142     [kernel.vmlinux]    [k] up_read
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3126     [kernel.vmlinux]    [k] io_wake_function
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] xas_find_conflict
     0.00%     0.00%  iou-wrk-3112     [kernel.vmlinux]    [k] ktime_get
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] rb_next
     0.00%     0.00%  iou-wrk-3110     [kernel.vmlinux]    [k] __xas_next
     0.00%     0.00%  iou-wrk-3116     [kernel.vmlinux]    [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-3120     [kernel.vmlinux]    [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3148     [kernel.vmlinux]    [k] __read_end_io
     0.00%     0.00%  iou-wrk-3127     [kernel.vmlinux]    [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] try_charge_memcg
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]    [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3142     [kernel.vmlinux]    [k] __enqueue_entity
     0.00%     0.00%  kworker/64:2-mm  [kernel.vmlinux]    [k] process_one_work
     0.00%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] make_kuid
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested
     0.00%     0.00%  iou-wrk-3161     [kernel.vmlinux]    [k] up_read
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]    [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]    [k] rb_next
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]    [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3122     [kernel.vmlinux]    [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3184     [kernel.vmlinux]    [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3150     [kernel.vmlinux]    [k] read_tsc
     0.00%     0.00%  iou-wrk-3114     [kernel.vmlinux]    [k] __enqueue_entity
     0.00%     0.00%  iou-wrk-3147     [kernel.vmlinux]    [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3185     [kernel.vmlinux]    [k] make_kuid
     0.00%     0.00%  iou-wrk-3111     [kernel.vmlinux]    [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]    [k] __enqueue_entity
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]    [k] __mod_zone_page_state
     0.00%     0.00%  iou-wrk-3150     [kernel.vmlinux]    [k] down_read_trylock
     0.00%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] map_id_range_down
     0.00%     0.00%  iou-wrk-3112     [kernel.vmlinux]    [k] kmem_cache_alloc
     0.00%     0.00%  iou-wrk-3161     [kernel.vmlinux]    [k] clear_buddies
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]    [k] __radix_tree_lookup
     0.00%     0.00%  iou-wrk-3126     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested
     0.00%     0.00%  iou-wrk-3141     [kernel.vmlinux]    [k] __xas_next
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] page_counter_try_charge
     0.00%     0.00%  iou-wrk-3142     [kernel.vmlinux]    [k] task_tick_fair
     0.00%     0.00%  iou-wrk-3112     [kernel.vmlinux]    [k] enqueue_timer
     0.00%     0.00%  iou-wrk-3147     [kernel.vmlinux]    [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-3120     [kernel.vmlinux]    [k] make_kgid
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] __mod_zone_page_state
     0.00%     0.00%  iou-wrk-3130     [kernel.vmlinux]    [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3151     [kernel.vmlinux]    [k] cpumask_next
     0.00%     0.00%  iou-wrk-3111     [kernel.vmlinux]    [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3134     [kernel.vmlinux]    [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] up_read
     0.00%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3136     [kernel.vmlinux]    [k] __enqueue_entity
     0.00%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] io_wake_function
     0.00%     0.00%  iou-wrk-3154     [kernel.vmlinux]    [k] release_pages
     0.00%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] bio_endio
     0.00%     0.00%  iou-wrk-3114     [kernel.vmlinux]    [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3114     [kernel.vmlinux]    [k] page_counter_try_charge
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]    [k] make_kuid
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] enqueue_timer
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] rcu_all_qs
     0.00%     0.00%  iou-wrk-3146     [kernel.vmlinux]    [k] workingset_update_node
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] up_read
     0.00%     0.00%  iou-wrk-3123     [kernel.vmlinux]    [k] __count_memcg_events
     0.00%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] release_pages
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]    [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3148     [kernel.vmlinux]    [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3154     [kernel.vmlinux]    [k] ktime_get
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] tick_program_event
     0.00%     0.00%  iou-wrk-3114     [kernel.vmlinux]    [k] enqueue_entity
     0.00%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] bio_endio
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] irq_work_tick
     0.00%     0.00%  iou-wrk-3151     [kernel.vmlinux]    [k] count_shadow_nodes
     0.00%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3116     [kernel.vmlinux]    [k] check_cfs_rq_runtime
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]    [k] check_cfs_rq_runtime
     0.00%     0.00%  iou-wrk-3185     [kernel.vmlinux]    [k] dequeue_task
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]    [k] ktime_get
     0.00%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] __xas_next
     0.00%     0.00%  iou-wrk-3134     [kernel.vmlinux]    [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] bio_endio
     0.00%     0.00%  iou-wrk-3137     [kernel.vmlinux]    [k] dequeue_task
     0.00%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] down_read
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] alloc_pages
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]    [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3113     [kernel.vmlinux]    [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3149     [kernel.vmlinux]    [k] alloc_pages
     0.00%     0.00%  iou-wrk-3148     [kernel.vmlinux]    [k] down_read
     0.00%     0.00%  iou-wrk-3126     [kernel.vmlinux]    [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]    [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3137     [kernel.vmlinux]    [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested
     0.00%     0.00%  kworker/42:2-mm  [kernel.vmlinux]    [k] kthread
