# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 32050145111127
#
# Children      Self  Command          Shared Object       Symbol                                        
# ........  ........  ...............  ..................  ..............................................
#
     0.00%     0.00%  iou-wrk-3305     [kernel.vmlinux]    [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3268     [kernel.vmlinux]    [k] tick_do_update_jiffies64
     0.00%     0.00%  iou-wrk-3321     [kernel.vmlinux]    [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3282     [kernel.vmlinux]    [k] __mod_zone_page_state
     0.00%     0.00%  iou-wrk-3296     [kernel.vmlinux]    [k] update_cfs_group
     0.00%     0.00%  iou-wrk-3344     [kernel.vmlinux]    [k] down_read_trylock
     0.00%     0.00%  iou-wrk-3281     [kernel.vmlinux]    [k] native_write_msr
     0.00%     0.00%  iou-wrk-3334     [kernel.vmlinux]    [k] should_fail_alloc_page
     0.00%     0.00%  iou-wrk-3318     [kernel.vmlinux]    [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3315     [kernel.vmlinux]    [k] ktime_get
     0.00%     0.00%  iou-wrk-3283     [kernel.vmlinux]    [k] io_wq_worker_running
     0.00%     0.00%  iou-wrk-3294     [kernel.vmlinux]    [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3301     [kernel.vmlinux]    [k] internal_add_timer
     0.00%     0.00%  iou-wrk-3280     [kernel.vmlinux]    [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3281     [kernel.vmlinux]    [k] __xas_next
     0.00%     0.00%  iou-wrk-3330     [kernel.vmlinux]    [k] rb_erase
     0.00%     0.00%  iou-wrk-3328     [kernel.vmlinux]    [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-3292     [kernel.vmlinux]    [k] ext4_readahead
     0.00%     0.00%  iou-wrk-3292     [kernel.vmlinux]    [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3310     [kernel.vmlinux]    [k] blk_start_plug
     0.00%     0.00%  iou-wrk-3267     [kernel.vmlinux]    [k] enqueue_entity
     0.00%     0.00%  iou-wrk-3339     [kernel.vmlinux]    [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3273     [kernel.vmlinux]    [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-3320     [kernel.vmlinux]    [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3311     [kernel.vmlinux]    [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3340     [kernel.vmlinux]    [k] lock_timer_base
     0.00%     0.00%  iou-wrk-3343     [kernel.vmlinux]    [k] io_wake_function
     0.00%     0.00%  iou-wrk-3312     [kernel.vmlinux]    [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3287     [kernel.vmlinux]    [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3303     [kernel.vmlinux]    [k] read_tsc
     0.00%     0.00%  iou-wrk-3296     [kernel.vmlinux]    [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3303     [kernel.vmlinux]    [k] io_wake_function
     0.00%     0.00%  iou-wrk-3315     [kernel.vmlinux]    [k] make_kuid
     0.00%     0.00%  kworker/72:1-mm  [kernel.vmlinux]    [k] drain_local_pages_wq
     0.00%     0.00%  kworker/72:1-mm  [kernel.vmlinux]    [k] drain_pages_zone
     0.00%     0.00%  iou-wrk-3293     [kernel.vmlinux]    [k] should_fail_alloc_page
     0.00%     0.00%  iou-wrk-3300     [kernel.vmlinux]    [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3269     [kernel.vmlinux]    [k] rcu_all_qs
     0.00%     0.00%  iou-wrk-3298     [kernel.vmlinux]    [k] blk_try_enter_queue
     0.00%     0.00%  iou-wrk-3265     [kernel.vmlinux]    [k] fput_many
     0.00%     0.00%  iou-wrk-3324     [kernel.vmlinux]    [k] lock_timer_base
     0.00%     0.00%  iou-wrk-3286     [kernel.vmlinux]    [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3267     [kernel.vmlinux]    [k] down_read_trylock
     0.00%     0.00%  iou-wrk-3316     [kernel.vmlinux]    [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-3313     [kernel.vmlinux]    [k] page_memcg
     0.00%     0.00%  iou-wrk-3305     [kernel.vmlinux]    [k] __calc_delta
     0.00%     0.00%  kworker/68:2-mm  [kernel.vmlinux]    [k] drain_local_pages_wq
     0.00%     0.00%  kworker/68:2-mm  [kernel.vmlinux]    [k] drain_pages_zone
     0.00%     0.00%  kworker/68:2-mm  [kernel.vmlinux]    [k] free_pcppages_bulk
     0.00%     0.00%  kworker/68:2-mm  [kernel.vmlinux]    [k] process_one_work
     0.00%     0.00%  iou-wrk-3323     [kernel.vmlinux]    [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3320     [kernel.vmlinux]    [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3341     [kernel.vmlinux]    [k] bio_add_page
     0.00%     0.00%  iou-wrk-3284     [kernel.vmlinux]    [k] enqueue_timer
     0.00%     0.00%  iou-wrk-3312     [kernel.vmlinux]    [k] down_read
     0.00%     0.00%  iou-wrk-3299     [kernel.vmlinux]    [k] bpf_lsm_file_permission
     0.00%     0.00%  iou-wrk-3325     [kernel.vmlinux]    [k] load_new_mm_cr3
     0.00%     0.00%  iou-wrk-3335     [kernel.vmlinux]    [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3283     [kernel.vmlinux]    [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3310     [kernel.vmlinux]    [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3315     [kernel.vmlinux]    [k] update_rq_clock
     0.00%     0.00%  iou-wrk-3323     [kernel.vmlinux]    [k] fput_many
     0.00%     0.00%  iou-wrk-3291     [kernel.vmlinux]    [k] put_cpu_partial
     0.00%     0.00%  iou-wrk-3325     [kernel.vmlinux]    [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3323     [kernel.vmlinux]    [k] io_wq_worker_running
     0.00%     0.00%  iou-wrk-3319     [kernel.vmlinux]    [k] current_time
     0.00%     0.00%  iou-wrk-3286     [kernel.vmlinux]    [k] __xas_next
     0.00%     0.00%  iou-wrk-3297     [kernel.vmlinux]    [k] page_counter_try_charge
     0.00%     0.00%  iou-wrk-3266     [kernel.vmlinux]    [k] internal_add_timer
     0.00%     0.00%  iou-wrk-3302     [kernel.vmlinux]    [k] reweight_entity
     0.00%     0.00%  iou-wrk-3294     [kernel.vmlinux]    [k] load_new_mm_cr3
     0.00%     0.00%  iou-wrk-3342     [kernel.vmlinux]    [k] page_memcg
     0.00%     0.00%  iou-wrk-3342     [kernel.vmlinux]    [k] load_new_mm_cr3
     0.00%     0.00%  iou-wrk-3300     [kernel.vmlinux]    [k] down_read_trylock
     0.00%     0.00%  iou-wrk-3272     [kernel.vmlinux]    [k] list_lru_count_one
     0.00%     0.00%  iou-wrk-3340     [kernel.vmlinux]    [k] make_kgid
     0.00%     0.00%  iou-wrk-3287     [kernel.vmlinux]    [k] page_memcg
     0.00%     0.00%  iou-wrk-3308     [kernel.vmlinux]    [k] list_lru_count_one
     0.00%     0.00%  iou-wrk-3337     [kernel.vmlinux]    [k] ttwu_do_wakeup
     0.00%     0.00%  iou-wrk-3329     [kernel.vmlinux]    [k] bad_range
     0.00%     0.00%  iou-wrk-3277     [kernel.vmlinux]    [k] rb_erase
     0.00%     0.00%  iou-wrk-3315     [kernel.vmlinux]    [k] _find_next_bit
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] __fdget
     0.00%     0.00%  iou-wrk-3313     [kernel.vmlinux]    [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3286     [kernel.vmlinux]    [k] make_kgid
     0.00%     0.00%  iou-wrk-3272     [kernel.vmlinux]    [k] zone_reclaimable_pages
     0.00%     0.00%  iou-wrk-3272     [kernel.vmlinux]    [k] allow_direct_reclaim.part.0
     0.00%     0.00%  iou-wrk-3272     [kernel.vmlinux]    [k] throttle_direct_reclaim
     0.00%     0.00%  iou-wrk-3265     [kernel.vmlinux]    [k] policy_nodemask
     0.00%     0.00%  iou-wrk-3267     [kernel.vmlinux]    [k] enqueue_timer
     0.00%     0.00%  iou-wrk-3294     [kernel.vmlinux]    [k] reweight_entity
     0.00%     0.00%  iou-wrk-3271     [kernel.vmlinux]    [k] try_to_del_timer_sync
     0.00%     0.00%  iou-wrk-3264     [kernel.vmlinux]    [k] check_preempt_wakeup
     0.00%     0.00%  iou-wrk-3264     [kernel.vmlinux]    [k] check_preempt_curr
     0.00%     0.00%  iou-wrk-3264     [kernel.vmlinux]    [k] ttwu_do_wakeup
     0.00%     0.00%  iou-wrk-3333     [kernel.vmlinux]    [k] read_tsc
     0.00%     0.00%  iou-wrk-3320     [kernel.vmlinux]    [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3337     [kernel.vmlinux]    [k] update_rq_clock
     0.00%     0.00%  iou-wrk-3270     [kernel.vmlinux]    [k] super_cache_count
     0.00%     0.00%  iou-wrk-3296     [kernel.vmlinux]    [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-3301     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested
     0.00%     0.00%  iou-wrk-3305     [kernel.vmlinux]    [k] should_fail_alloc_page
     0.00%     0.00%  iou-wrk-3284     [kernel.vmlinux]    [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3341     [kernel.vmlinux]    [k] __xas_next
     0.00%     0.00%  iou-wrk-3306     [kernel.vmlinux]    [k] io_wake_function
     0.00%     0.00%  iou-wrk-3325     [kernel.vmlinux]    [k] zone_reclaimable_pages
     0.00%     0.00%  iou-wrk-3325     [kernel.vmlinux]    [k] allow_direct_reclaim.part.0
     0.00%     0.00%  iou-wrk-3325     [kernel.vmlinux]    [k] throttle_direct_reclaim
     0.00%     0.00%  iou-wrk-3338     [kernel.vmlinux]    [k] read_tsc
     0.00%     0.00%  iou-wrk-3346     [kernel.vmlinux]    [k] read_tsc
     0.00%     0.00%  iou-wrk-3338     [kernel.vmlinux]    [k] make_kgid
     0.00%     0.00%  iou-wrk-3304     [kernel.vmlinux]    [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-3272     [kernel.vmlinux]    [k] cpuacct_charge
     0.00%     0.00%  iou-wrk-3292     [kernel.vmlinux]    [k] task_tick_fair
     0.00%     0.00%  iou-wrk-3333     [kernel.vmlinux]    [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3312     [kernel.vmlinux]    [k] reweight_entity
     0.00%     0.00%  iou-wrk-3280     [kernel.vmlinux]    [k] bio_endio
     0.00%     0.00%  iou-wrk-3288     [kernel.vmlinux]    [k] update_min_vruntime
     0.00%     0.00%  iou-wrk-3300     [kernel.vmlinux]    [k] lapic_next_deadline
     0.00%     0.00%  iou-wrk-3300     [kernel.vmlinux]    [k] clockevents_program_event
     0.00%     0.00%  iou-wrk-3301     [kernel.vmlinux]    [k] down_read
     0.00%     0.00%  iou-wrk-3313     [kernel.vmlinux]    [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-3316     [kernel.vmlinux]    [k] policy_nodemask
     0.00%     0.00%  iou-wrk-3339     [kernel.vmlinux]    [k] del_timer_sync
     0.00%     0.00%  iou-wrk-3346     [kernel.vmlinux]    [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3323     [kernel.vmlinux]    [k] _raw_read_lock
     0.00%     0.00%  iou-wrk-3294     [kernel.vmlinux]    [k] _find_next_bit
     0.00%     0.00%  iou-wrk-3294     [kernel.vmlinux]    [k] cpumask_next
     0.00%     0.00%  iou-wrk-3337     [kernel.vmlinux]    [k] reweight_entity
     0.00%     0.00%  iou-wrk-3302     [kernel.vmlinux]    [k] update_cfs_group
     0.00%     0.00%  iou-wrk-3277     [kernel.vmlinux]    [k] ext4_readahead
     0.00%     0.00%  iou-wrk-3291     [kernel.vmlinux]    [k] wakeup_kswapd
     0.00%     0.00%  iou-wrk-3295     [kernel.vmlinux]    [k] cpuacct_charge
     0.00%     0.00%  iou-wrk-3281     [kernel.vmlinux]    [k] cpumask_next
     0.00%     0.00%  iou-wrk-3277     [kernel.vmlinux]    [k] enqueue_entity
     0.00%     0.00%  iou-wrk-3324     [kernel.vmlinux]    [k] policy_nodemask
     0.00%     0.00%  iou-wrk-3337     [kernel.vmlinux]    [k] down_read_trylock
     0.00%     0.00%  iou-wrk-3290     [kernel.vmlinux]    [k] down_read
     0.00%     0.00%  iou-wrk-3322     [kernel.vmlinux]    [k] __xas_next
     0.00%     0.00%  iou-wrk-3346     [kernel.vmlinux]    [k] __zone_watermark_ok
     0.00%     0.00%  iou-wrk-3346     [kernel.vmlinux]    [k] current_time
     0.00%     0.00%  iou-wrk-3345     [kernel.vmlinux]    [k] set_next_entity
     0.00%     0.00%  iou-wrk-3283     [kernel.vmlinux]    [k] zone_reclaimable_pages
     0.00%     0.00%  iou-wrk-3283     [kernel.vmlinux]    [k] allow_direct_reclaim.part.0
     0.00%     0.00%  iou-wrk-3283     [kernel.vmlinux]    [k] throttle_direct_reclaim
     0.00%     0.00%  iou-wrk-3316     [kernel.vmlinux]    [k] internal_add_timer
     0.00%     0.00%  iou-wrk-3271     [kernel.vmlinux]    [k] dequeue_entity
     0.00%     0.00%  iou-wrk-3317     [kernel.vmlinux]    [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3298     [kernel.vmlinux]    [k] cpumask_next
     0.00%     0.00%  iou-wrk-3341     [libnvdimm]         [k] to_nd_region
     0.00%     0.00%  iou-wrk-3330     [kernel.vmlinux]    [k] __mod_zone_page_state
     0.00%     0.00%  kworker/70:1-ev  [kernel.vmlinux]    [k] drain_pages
     0.00%     0.00%  iou-wrk-3274     [kernel.vmlinux]    [k] irqtime_account_process_tick
     0.00%     0.00%  iou-wrk-3271     [kernel.vmlinux]    [k] __xas_next
     0.00%     0.00%  iou-wrk-3308     [kernel.vmlinux]    [k] bad_range
     0.00%     0.00%  iou-wrk-3270     [kernel.vmlinux]    [k] io_wake_function
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] tick_program_event
     0.00%     0.00%  kworker/74:2-mm  [kernel.vmlinux]    [k] kthread
     0.00%     0.00%  kworker/74:2-mm  [kernel.vmlinux]    [k] ret_from_fork
     0.00%     0.00%  kworker/74:2-mm  [kernel.vmlinux]    [k] worker_thread
     0.00%     0.00%  iou-wrk-3267     [kernel.vmlinux]    [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3299     [kernel.vmlinux]    [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3309     [kernel.vmlinux]    [k] memcg_check_events
     0.00%     0.00%  iou-wrk-3303     [kernel.vmlinux]    [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3314     [kernel.vmlinux]    [k] pick_next_entity
     0.00%     0.00%  iou-wrk-3319     [kernel.vmlinux]    [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3275     [kernel.vmlinux]    [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-3337     [kernel.vmlinux]    [k] load_new_mm_cr3
     0.00%     0.00%  iou-wrk-3286     [kernel.vmlinux]    [k] load_new_mm_cr3
     0.00%     0.00%  iou-wrk-3286     [kernel.vmlinux]    [k] switch_mm_irqs_off
     0.00%     0.00%  iou-wrk-3268     [kernel.vmlinux]    [k] io_wq_worker_running
     0.00%     0.00%  iou-wrk-3343     [kernel.vmlinux]    [k] load_new_mm_cr3
     0.00%     0.00%  iou-wrk-3300     [kernel.vmlinux]    [k] native_write_msr
     0.00%     0.00%  iou-wrk-3293     [kernel.vmlinux]    [k] update_cfs_group
     0.00%     0.00%  iou-wrk-3268     [kernel.vmlinux]    [k] page_counter_try_charge
     0.00%     0.00%  iou-wrk-3299     [kernel.vmlinux]    [k] _find_next_bit
     0.00%     0.00%  iou-wrk-3301     [kernel.vmlinux]    [k] current_time
     0.00%     0.00%  iou-wrk-3302     [kernel.vmlinux]    [k] _find_next_bit
     0.00%     0.00%  iou-wrk-3295     [kernel.vmlinux]    [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3315     [kernel.vmlinux]    [k] io_wq_worker_running
     0.00%     0.00%  iou-wrk-3329     [kernel.vmlinux]    [k] cpumask_next
     0.00%     0.00%  iou-wrk-3300     [kernel.vmlinux]    [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3326     [kernel.vmlinux]    [k] current_time
     0.00%     0.00%  iou-wrk-3292     [kernel.vmlinux]    [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3322     [kernel.vmlinux]    [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3339     [kernel.vmlinux]    [k] cpumask_next
     0.00%     0.00%  iou-wrk-3345     [kernel.vmlinux]    [k] kmem_cache_alloc
     0.00%     0.00%  iou-wrk-3267     [kernel.vmlinux]    [k] io_wake_function
     0.00%     0.00%  iou-wrk-3272     [kernel.vmlinux]    [k] _find_next_bit
     0.00%     0.00%  iou-wrk-3280     [kernel.vmlinux]    [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3339     [kernel.vmlinux]    [k] __xas_next
     0.00%     0.00%  iou-wrk-3282     [libnvdimm]         [k] to_nd_region
     0.00%     0.00%  iou-wrk-3289     [kernel.vmlinux]    [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3301     [kernel.vmlinux]    [k] make_kuid
     0.00%     0.00%  iou-wrk-3294     [kernel.vmlinux]    [k] wakeup_kswapd
     0.00%     0.00%  iou-wrk-3328     [kernel.vmlinux]    [k] load_new_mm_cr3
     0.00%     0.00%  iou-wrk-3302     [kernel.vmlinux]    [k] blk_flush_plug_list
     0.00%     0.00%  iou-wrk-3341     [kernel.vmlinux]    [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3305     [kernel.vmlinux]    [k] cpumask_next
     0.00%     0.00%  iou-wrk-3319     [kernel.vmlinux]    [k] native_write_msr
     0.00%     0.00%  iou-wrk-3301     [kernel.vmlinux]    [k] up_read
     0.00%     0.00%  iou-wrk-3292     [kernel.vmlinux]    [k] io_wq_worker_running
     0.00%     0.00%  iou-wrk-3272     [kernel.vmlinux]    [k] blk_finish_plug
     0.00%     0.00%  iou-wrk-3296     [kernel.vmlinux]    [k] bio_endio
     0.00%     0.00%  iou-wrk-3277     [kernel.vmlinux]    [k] cpuacct_charge
     0.00%     0.00%  iou-wrk-3316     [kernel.vmlinux]    [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3327     [kernel.vmlinux]    [k] reweight_entity
     0.00%     0.00%  iou-wrk-3283     [kernel.vmlinux]    [k] read_tsc
     0.00%     0.00%  iou-wrk-3275     [kernel.vmlinux]    [k] io_wq_worker_sleeping
     0.00%     0.00%  iou-wrk-3318     [kernel.vmlinux]    [k] cpumask_next
     0.00%     0.00%  iou-wrk-3309     [kernel.vmlinux]    [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3331     [kernel.vmlinux]    [k] make_kuid
     0.00%     0.00%  iou-wrk-3274     [kernel.vmlinux]    [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3324     [kernel.vmlinux]    [k] cpumask_next
     0.00%     0.00%  iou-wrk-3328     [kernel.vmlinux]    [k] __xas_next
     0.00%     0.00%  iou-wrk-3311     [kernel.vmlinux]    [k] _find_next_bit
     0.00%     0.00%  iou-wrk-3265     [kernel.vmlinux]    [k] read_tsc
     0.00%     0.00%  iou-wrk-3330     [kernel.vmlinux]    [k] __calc_delta
     0.00%     0.00%  iou-wrk-3295     [kernel.vmlinux]    [k] list_lru_count_one
     0.00%     0.00%  iou-wrk-3318     [kernel.vmlinux]    [k] map_id_range_down
     0.00%     0.00%  iou-wrk-3316     [kernel.vmlinux]    [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3283     [kernel.vmlinux]    [k] down_read_trylock
     0.00%     0.00%  iou-wrk-3319     [kernel.vmlinux]    [k] __switch_to
     0.00%     0.00%  iou-wrk-3273     [kernel.vmlinux]    [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3339     [kernel.vmlinux]    [k] reweight_entity
     0.00%     0.00%  iou-wrk-3264     [kernel.vmlinux]    [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-3282     [kernel.vmlinux]    [k] blk_try_enter_queue
     0.00%     0.00%  iou-wrk-3315     [kernel.vmlinux]    [k] __switch_to
     0.00%     0.00%  iou-wrk-3301     [kernel.vmlinux]    [k] prep_new_page
     0.00%     0.00%  iou-wrk-3319     [kernel.vmlinux]    [k] reweight_entity
     0.00%     0.00%  iou-wrk-3302     [kernel.vmlinux]    [k] pick_next_entity
     0.00%     0.00%  iou-wrk-3303     [kernel.vmlinux]    [k] switch_mm_irqs_off
     0.00%     0.00%  iou-wrk-3264     [kernel.vmlinux]    [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3296     [kernel.vmlinux]    [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3284     [kernel.vmlinux]    [k] down_read_trylock
     0.00%     0.00%  iou-wrk-3293     [kernel.vmlinux]    [k] lock_timer_base
     0.00%     0.00%  iou-wrk-3339     [kernel.vmlinux]    [k] switch_mm_irqs_off
     0.00%     0.00%  iou-wrk-3300     [kernel.vmlinux]    [k] _raw_read_lock
     0.00%     0.00%  iou-wrk-3289     [kernel.vmlinux]    [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3298     [kernel.vmlinux]    [k] put_cpu_partial
     0.00%     0.00%  iou-wrk-3298     [kernel.vmlinux]    [k] super_cache_count
     0.00%     0.00%  iou-wrk-3289     [kernel.vmlinux]    [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-3346     [kernel.vmlinux]    [k] available_idle_cpu
     0.00%     0.00%  iou-wrk-3332     [kernel.vmlinux]    [k] blk_start_plug
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] hrtimer_active
     0.00%     0.00%  iou-wrk-3276     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested
     0.00%     0.00%  iou-wrk-3293     [kernel.vmlinux]    [k] try_to_del_timer_sync
     0.00%     0.00%  iou-wrk-3293     [kernel.vmlinux]    [k] del_timer_sync
     0.00%     0.00%  iou-wrk-3331     [kernel.vmlinux]    [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3324     [kernel.vmlinux]    [k] native_write_msr
     0.00%     0.00%  iou-wrk-3276     [kernel.vmlinux]    [k] make_kgid
     0.00%     0.00%  iou-wrk-3287     [kernel.vmlinux]    [k] bad_range
     0.00%     0.00%  iou-wrk-3340     [kernel.vmlinux]    [k] should_fail_alloc_page
     0.00%     0.00%  iou-wrk-3306     [kernel.vmlinux]    [k] blk_finish_plug
     0.00%     0.00%  iou-wrk-3337     [kernel.vmlinux]    [k] pick_next_entity
