# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 894K of event 'cycles'
# Event count (approx.): 94501789192307
#
# Children      Self  Command          Shared Object         Symbol                                        
# ........  ........  ...............  ....................  ..............................................
#
     0.00%     0.00%  iou-wrk-3191     [kernel.vmlinux]      [k] __wake_up_common_lock
     0.00%     0.00%  kswapd0          [kernel.vmlinux]      [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3146     [kernel.vmlinux]      [k] submit_bio_checks
     0.00%     0.00%  iou-wrk-3181     [kernel.vmlinux]      [k] psi_task_switch
     0.00%     0.00%  iou-wrk-3193     [kernel.vmlinux]      [k] io_assign_current_work
     0.00%     0.00%  iou-wrk-3152     [kernel.vmlinux]      [k] __cond_resched
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]      [k] autoremove_wake_function
     0.00%     0.00%  iou-wrk-3156     [kernel.vmlinux]      [k] try_to_wake_up
     0.00%     0.00%  iou-wrk-3180     [kernel.vmlinux]      [k] dequeue_task_fair
     0.00%     0.00%  iou-wrk-3134     [kernel.vmlinux]      [k] io_cqring_ev_posted
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]      [k] __wake_up_common
     0.00%     0.00%  iou-wrk-3188     [kernel.vmlinux]      [k] charge_memcg
     0.00%     0.00%  iou-wrk-3136     [kernel.vmlinux]      [k] __wake_up_common
     0.00%     0.00%  iou-wrk-3168     [kernel.vmlinux]      [k] psi_group_change
     0.00%     0.00%  iou-wrk-3171     [kernel.vmlinux]      [k] __next_zones_zonelist
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]      [k] psi_group_change
     0.00%     0.00%  iou-wrk-3190     [kernel.vmlinux]      [k] try_to_wake_up
     0.00%     0.00%  iou-wrk-3190     [kernel.vmlinux]      [k] autoremove_wake_function
     0.00%     0.00%  iou-wrk-3179     [kernel.vmlinux]      [k] psi_task_switch
     0.00%     0.00%  iou-wrk-3177     [kernel.vmlinux]      [k] try_to_wake_up
     0.00%     0.00%  iou-wrk-3177     [kernel.vmlinux]      [k] autoremove_wake_function
     0.00%     0.00%  iou-wrk-3136     [kernel.vmlinux]      [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3179     [kernel.vmlinux]      [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3122     [kernel.vmlinux]      [k] io_assign_current_work
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]      [k] submit_bio_checks
     0.00%     0.00%  iou-wrk-3139     [kernel.vmlinux]      [k] charge_memcg
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]      [k] dequeue_task_fair
     0.00%     0.00%  iou-wrk-3190     [kernel.vmlinux]      [k] iov_iter_restore
     0.00%     0.00%  iou-wrk-3127     [kernel.vmlinux]      [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3123     [kernel.vmlinux]      [k] try_to_wake_up
     0.00%     0.00%  iou-wrk-3120     [kernel.vmlinux]      [k] psi_group_change
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]      [k] __slab_free
     0.00%     0.00%  iou-wrk-3193     [kernel.vmlinux]      [k] update_load_avg
     0.00%     0.00%  iou-wrk-3181     [kernel.vmlinux]      [k] dequeue_task_fair
     0.00%     0.00%  fio              [kernel.vmlinux]      [k] unmap_page_range
     0.00%     0.00%  fio              [kernel.vmlinux]      [k] unmap_vmas
     0.00%     0.00%  iou-wrk-3178     [kernel.vmlinux]      [k] psi_group_change
     0.00%     0.00%  iou-wrk-3135     [kernel.vmlinux]      [k] charge_memcg
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]      [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  iou-wrk-3185     [kernel.vmlinux]      [k] free_pcppages_bulk
     0.00%     0.00%  iou-wrk-3180     [kernel.vmlinux]      [k] free_pcppages_bulk
     0.00%     0.00%  fio              [kernel.vmlinux]      [k] exit_mmap
     0.00%     0.00%  fio              [kernel.vmlinux]      [k] mmput
     0.00%     0.00%  iou-wrk-3171     [kernel.vmlinux]      [k] workingset_eviction
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]      [k] shrink_slab
     0.00%     0.00%  iou-wrk-3126     [kernel.vmlinux]      [k] free_pcppages_bulk
     0.00%     0.00%  iou-wrk-3193     [kernel.vmlinux]      [k] move_pages_to_lru
     0.00%     0.00%  iou-wrk-3154     [kernel.vmlinux]      [k] free_pcppages_bulk
     0.00%     0.00%  iou-wrk-3149     [kernel.vmlinux]      [k] free_pcppages_bulk
     0.00%     0.00%  iou-wrk-3167     [kernel.vmlinux]      [k] workingset_eviction
     0.00%     0.00%  iou-wrk-3156     [kernel.vmlinux]      [k] shrink_slab
     0.00%     0.00%  iou-wrk-3148     [kernel.vmlinux]      [k] workingset_eviction
     0.00%     0.00%  iou-wrk-3150     [kernel.vmlinux]      [k] do_shrink_slab
     0.00%     0.00%  iou-wrk-3192     [kernel.vmlinux]      [k] workingset_eviction
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]      [k] shrink_slab
     0.00%     0.00%  iou-wrk-3147     [kernel.vmlinux]      [k] move_pages_to_lru
     0.00%     0.00%  iou-wrk-3148     [kernel.vmlinux]      [k] shrink_slab
     0.00%     0.00%  iou-wrk-3191     [kernel.vmlinux]      [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]      [k] __wake_up_common
     0.00%     0.00%  iou-wrk-3137     [kernel.vmlinux]      [k] workingset_eviction
     0.00%     0.00%  iou-wrk-3178     [kernel.vmlinux]      [k] try_to_wake_up
     0.00%     0.00%  iou-wrk-3146     [kernel.vmlinux]      [k] psi_group_change
     0.00%     0.00%  iou-wrk-3134     [kernel.vmlinux]      [k] xas_init_marks
     0.00%     0.00%  iou-wrk-3146     [kernel.vmlinux]      [k] psi_task_switch
     0.00%     0.00%  iou-wrk-3137     [kernel.vmlinux]      [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]      [k] lru_add_drain_cpu
     0.00%     0.00%  iou-wrk-3150     [kernel.vmlinux]      [k] hrtimer_interrupt
     0.00%     0.00%  iou-wrk-3150     [kernel.vmlinux]      [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3139     [kernel.vmlinux]      [k] free_pcppages_bulk
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]      [k] submit_bio_checks
     0.00%     0.00%  iou-wrk-3182     [kernel.vmlinux]      [k] submit_bio_checks
     0.00%     0.00%  iou-wrk-3148     [kernel.vmlinux]      [k] __slab_free
     0.00%     0.00%  iou-wrk-3132     [kernel.vmlinux]      [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3175     [kernel.vmlinux]      [k] ext4_map_blocks
     0.00%     0.00%  iou-wrk-3135     [kernel.vmlinux]      [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]      [k] __mod_lruvec_page_state
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]      [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]      [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3121     [kernel.vmlinux]      [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3183     [kernel.vmlinux]      [k] update_load_avg
     0.00%     0.00%  iou-wrk-3174     [kernel.vmlinux]      [k] dequeue_task_fair
     0.00%     0.00%  iou-wrk-3126     [kernel.vmlinux]      [k] __mod_lruvec_page_state
     0.00%     0.00%  iou-wrk-3125     [kernel.vmlinux]      [k] autoremove_wake_function
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]      [k] hrtimer_interrupt
     0.00%     0.00%  iou-wrk-3181     [kernel.vmlinux]      [k] iov_iter_restore
     0.00%     0.00%  iou-wrk-3197     [kernel.vmlinux]      [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]      [k] update_load_avg
     0.00%     0.00%  iou-wrk-3161     [kernel.vmlinux]      [k] submit_bio_checks
     0.00%     0.00%  iou-wrk-3121     [kernel.vmlinux]      [k] iov_iter_restore
     0.00%     0.00%  iou-wrk-3149     [kernel.vmlinux]      [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3183     [kernel.vmlinux]      [k] psi_group_change
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]      [k] try_to_wake_up
     0.00%     0.00%  iou-wrk-3120     [kernel.vmlinux]      [k] psi_task_switch
     0.00%     0.00%  fio              [kernel.vmlinux]      [k] syscall_enter_from_user_mode
     0.00%     0.00%  iou-wrk-3178     [kernel.vmlinux]      [k] lru_add_drain_cpu
     0.00%     0.00%  iou-wrk-3137     [kernel.vmlinux]      [k] submit_bio_checks
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]      [k] iov_iter_restore
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]      [k] __next_zones_zonelist
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]      [k] charge_memcg
     0.00%     0.00%  iou-wrk-3180     [kernel.vmlinux]      [k] __wake_up_common
     0.00%     0.00%  iou-wrk-3146     [kernel.vmlinux]      [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3179     [kernel.vmlinux]      [k] __wake_up_common_lock
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]      [k] try_to_wake_up
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]      [k] __slab_free
     0.00%     0.00%  iou-wrk-3130     [kernel.vmlinux]      [k] __mod_lruvec_page_state
     0.00%     0.00%  iou-wrk-3179     [kernel.vmlinux]      [k] ext4_map_blocks
     0.00%     0.00%  iou-wrk-3149     [kernel.vmlinux]      [k] io_assign_current_work
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]      [k] submit_bio_checks
     0.00%     0.00%  iou-wrk-3198     [kernel.vmlinux]      [k] charge_memcg
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]      [k] update_load_avg
     0.00%     0.00%  iou-wrk-3167     [kernel.vmlinux]      [k] __slab_free
     0.00%     0.00%  iou-wrk-3137     [kernel.vmlinux]      [k] update_load_avg
     0.00%     0.00%  iou-wrk-3175     [kernel.vmlinux]      [k] __wake_up_common_lock
     0.00%     0.00%  iou-wrk-3141     [kernel.vmlinux]      [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3152     [kernel.vmlinux]      [k] submit_bio_checks
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]      [k] dequeue_task_fair
     0.00%     0.00%  iou-wrk-3127     [kernel.vmlinux]      [k] io_cqring_ev_posted
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]      [k] autoremove_wake_function
     0.00%     0.00%  iou-wrk-3192     [kernel.vmlinux]      [k] charge_memcg
     0.00%     0.00%  iou-wrk-3154     [kernel.vmlinux]      [k] __wake_up_common
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]      [k] autoremove_wake_function
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]      [k] try_to_wake_up
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]      [k] __wake_up_common
     0.00%     0.00%  iou-wrk-3156     [kernel.vmlinux]      [k] submit_bio_checks
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]      [k] try_to_wake_up
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]      [k] charge_memcg
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]      [k] submit_bio_checks
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]      [k] free_pcppages_bulk
     0.00%     0.00%  iou-wrk-3126     [kernel.vmlinux]      [k] xas_init_marks
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]      [k] xas_clear_mark
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]      [k] workingset_eviction
     0.00%     0.00%  fio              [kernel.vmlinux]      [k] free_swap_and_cache
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]      [k] shrink_slab
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]      [k] move_pages_to_lru
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]      [k] xas_init_marks
     0.00%     0.00%  iou-wrk-3169     [kernel.vmlinux]      [k] __slab_free
     0.00%     0.00%  iou-wrk-3190     [kernel.vmlinux]      [k] lru_add_drain
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]      [k] __wake_up_common
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]      [k] workingset_eviction
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]      [k] xas_init_marks
     0.00%     0.00%  iou-wrk-3123     [kernel.vmlinux]      [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3198     [kernel.vmlinux]      [k] workingset_eviction
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]      [k] __wake_up_common_lock
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]      [k] __wake_up_common_lock
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]      [k] move_pages_to_lru
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]      [k] move_pages_to_lru
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]      [k] __cond_resched
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]      [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3136     [kernel.vmlinux]      [k] unaccount_page_cache_page
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]      [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]      [k] move_pages_to_lru
     0.00%     0.00%  iou-wrk-3192     [kernel.vmlinux]      [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3154     [kernel.vmlinux]      [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3156     [kernel.vmlinux]      [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3183     [kernel.vmlinux]      [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3132     [kernel.vmlinux]      [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3190     [kernel.vmlinux]      [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3186     [kernel.vmlinux]      [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3171     [kernel.vmlinux]      [k] submit_bio_checks
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]      [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]      [k] psi_group_change
     0.00%     0.00%  iou-wrk-3147     [kernel.vmlinux]      [k] __mod_lruvec_page_state
     0.00%     0.00%  iou-wrk-3136     [kernel.vmlinux]      [k] submit_bio_checks
     0.00%     0.00%  iou-wrk-3156     [kernel.vmlinux]      [k] __cond_resched
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]      [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3127     [kernel.vmlinux]      [k] psi_group_change
     0.00%     0.00%  iou-wrk-3134     [kernel.vmlinux]      [k] iov_iter_restore
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]      [k] xas_init_marks
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]      [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3180     [kernel.vmlinux]      [k] submit_bio_checks
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]      [k] __slab_free
     0.00%     0.00%  iou-wrk-3180     [kernel.vmlinux]      [k] iov_iter_restore
     0.00%     0.00%  iou-wrk-3176     [kernel.vmlinux]      [k] iov_iter_restore
     0.00%     0.00%  iou-wrk-3147     [kernel.vmlinux]      [k] __next_zones_zonelist
     0.00%     0.00%  iou-wrk-3193     [kernel.vmlinux]      [k] __mod_lruvec_page_state
     0.00%     0.00%  iou-wrk-3121     [kernel.vmlinux]      [k] psi_group_change
     0.00%     0.00%  iou-wrk-3188     [kernel.vmlinux]      [k] __slab_free
     0.00%     0.00%  kswapd0          [kernel.vmlinux]      [k] hrtimer_interrupt
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]      [k] dequeue_task_fair
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]      [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]      [k] io_assign_current_work
     0.00%     0.00%  iou-wrk-3120     [kernel.vmlinux]      [k] __slab_free
     0.00%     0.00%  iou-wrk-3184     [kernel.vmlinux]      [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]      [k] autoremove_wake_function
     0.00%     0.00%  iou-wrk-3121     [kernel.vmlinux]      [k] __slab_free
     0.00%     0.00%  iou-wrk-3129     [kernel.vmlinux]      [k] __next_zones_zonelist
     0.00%     0.00%  iou-wrk-3162     [kernel.vmlinux]      [k] __cond_resched
     0.00%     0.00%  iou-wrk-3183     [kernel.vmlinux]      [k] __wake_up_common
     0.00%     0.00%  iou-wrk-3179     [kernel.vmlinux]      [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3179     [kernel.vmlinux]      [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3152     [kernel.vmlinux]      [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3189     [kernel.vmlinux]      [k] psi_group_change
     0.00%     0.00%  iou-wrk-3175     [kernel.vmlinux]      [k] iov_iter_restore
     0.00%     0.00%  iou-wrk-3130     [kernel.vmlinux]      [k] try_to_wake_up
     0.00%     0.00%  iou-wrk-3130     [kernel.vmlinux]      [k] autoremove_wake_function
     0.00%     0.00%  iou-wrk-3127     [kernel.vmlinux]      [k] hrtimer_interrupt
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]      [k] io_cqring_ev_posted
     0.00%     0.00%  iou-wrk-3186     [kernel.vmlinux]      [k] psi_task_switch
     0.00%     0.00%  iou-wrk-3179     [kernel.vmlinux]      [k] iov_iter_restore
     0.00%     0.00%  iou-wrk-3151     [kernel.vmlinux]      [k] __check_block_validity.constprop.0
     0.00%     0.00%  iou-wrk-3180     [kernel.vmlinux]      [k] ext4_map_blocks
     0.00%     0.00%  iou-wrk-3139     [kernel.vmlinux]      [k] __check_block_validity.constprop.0
     0.00%     0.00%  iou-wrk-3125     [kernel.vmlinux]      [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3149     [kernel.vmlinux]      [k] update_load_avg
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]      [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3183     [kernel.vmlinux]      [k] __slab_free
     0.00%     0.00%  iou-wrk-3185     [kernel.vmlinux]      [k] iov_iter_restore
     0.00%     0.00%  iou-wrk-3186     [kernel.vmlinux]      [k] iov_iter_restore
     0.00%     0.00%  iou-wrk-3137     [kernel.vmlinux]      [k] __wake_up_common
     0.00%     0.00%  iou-wrk-3183     [kernel.vmlinux]      [k] iov_iter_restore
     0.00%     0.00%  iou-wrk-3150     [kernel.vmlinux]      [k] io_assign_current_work
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]      [k] psi_task_switch
     0.00%     0.00%  iou-wrk-3175     [kernel.vmlinux]      [k] charge_memcg
     0.00%     0.00%  iou-wrk-3138     [kernel.vmlinux]      [k] shrink_slab
     0.00%     0.00%  iou-wrk-3191     [kernel.vmlinux]      [k] free_pcppages_bulk
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]      [k] __wake_up_common
     0.00%     0.00%  iou-wrk-3126     [kernel.vmlinux]      [k] xas_clear_mark
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]      [k] xas_init_marks
     0.00%     0.00%  iou-wrk-3125     [kernel.vmlinux]      [k] __free_one_page
     0.00%     0.00%  iou-wrk-3189     [kernel.vmlinux]      [k] shrink_slab
     0.00%     0.00%  iou-wrk-3157     [kernel.vmlinux]      [k] workingset_eviction
     0.00%     0.00%  iou-wrk-3192     [kernel.vmlinux]      [k] xas_init_marks
     0.00%     0.00%  iou-wrk-3186     [kernel.vmlinux]      [k] workingset_eviction
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]      [k] shrink_slab
     0.00%     0.00%  iou-wrk-3123     [kernel.vmlinux]      [k] shrink_slab
     0.00%     0.00%  iou-wrk-3171     [kernel.vmlinux]      [k] __mod_lruvec_page_state
     0.00%     0.00%  iou-wrk-3152     [kernel.vmlinux]      [k] xas_init_marks
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]      [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]      [k] free_pcppages_bulk
     0.00%     0.00%  iou-wrk-3193     [kernel.vmlinux]      [k] __wake_up_common
     0.00%     0.00%  iou-wrk-3187     [kernel.vmlinux]      [k] free_pcppages_bulk
